House or Senate,Date,Time Convened,Time Adjourned,Time in Session (minutes),"Working Day? (x = working day, pf = pro forma, NS = not in session)",Scraped adjournment string,url,Time in Session,Working Day?
Senate,11/29/22,12:00,19:24,7:24,x,,https://www.congress.gov/congressional-record/2022/11/29/daily-digest,,
House,11/29/22,14:00PM,19:50PM,350,x,Adjournment:  The House met at 2 p.m. and adjourned at 7:50 p.m. pursuant to ,https://www.congress.gov/congressional-record/2022/11/29/daily-digest,,
Senate,11/30/22,10:00,19:38,9:38,x,,https://www.congress.gov/congressional-record/2022/11/30/daily-digest,,
House,11/30/22,9:00 AM,13:33,4:33,x,,https://www.congress.gov/congressional-record/2022/11/30/daily-digest,,
Senate,12/1/22,10:00AM,17:11PM,431,x,Adjournment: Senate convened at 10 a.m. and adjourned at 5:11 p.m. until 3 p.m. on Monday December 5 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/12/1/daily-digest,,
House,12/1/22,09:00AM,17:12PM,492,x,Adjournment: The House met at 9 a.m. and adjourned at 5:12 p.m.  ,https://www.congress.gov/congressional-record/2022/12/1/daily-digest,,
Senate,12/2/22,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Monday December 5 2022.â€“â€“â€“â€“â€“â€“No committee meetings were held.,https://www.congress.gov/congressional-record/2022/12/2/daily-digest,,
House,12/2/22,09:00AM,12:08PM,188,x,Adjournment: The House met at 9 a.m. and adjourned at 12:08 p.m.   ,https://www.congress.gov/congressional-record/2022/12/2/daily-digest,,
Senate,12/5/22,15:00PM,19:12PM,252,x,Adjournment: Senate convened at 3 p.m. and adjourned at 7:12 p.m. until 10 a.m. on Tuesday December 6 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/12/5/daily-digest,,
House,12/5/22,12:00,16:23,4:23,x,Days in sessionTime in session,https://www.congress.gov/congressional-record/2022/12/5/daily-digest,,
Senate,12/6/22,10:00AM,19:04PM,544,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:04 p.m. until 10 a.m. on Wednesday December 7 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/12/6/daily-digest,,
House,12/6/22,09:00AM,19:58PM,658,x,Adjournment: The House met at 9 a.m. and adjourned at 7:58 p.m. ,https://www.congress.gov/congressional-record/2022/12/6/daily-digest,,
Senate,12/7/22,10:00,19:03,9:03,x,.Adjournment: The House met at 2 p.m. and adjourned at 9:56 p.m.,https://www.congress.gov/congressional-record/2022/12/7/daily-digest,,
House,12/7/22,14:00PM,21:56PM,476,x,.Adjournment: The House met at 2 p.m. and adjourned at 9:56 p.m.,https://www.congress.gov/congressional-record/2022/12/7/daily-digest,,
Senate,12/8/22,11:00AM,17:41PM,401,x,Adjournment: Senate convened at 11 a.m. and adjourned at 5:41 p.m. until 3 p.m. on Monday December 12 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/12/8/daily-digest,,
House,12/8/22,09:00AM,16:05PM,425,x,Adjournment: The House met at 9 a.m. and adjourned at 4:05 p.m. ,https://www.congress.gov/congressional-record/2022/12/8/daily-digest,,
Senate,12/12/22,15:00PM,19:00PM,240,x,Adjournment: Senate convened at 3 p.m. and adjourned at 7 p.m. until 10 a.m. on Tuesday December 13 2022. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/12/12/daily-digest,,
House,12/12/22,12:00,19:14,7:14,x,,https://www.congress.gov/congressional-record/2022/12/12/daily-digest,,
Senate,12/13/22,10:00,20:23,10:23,x,,https://www.congress.gov/congressional-record/2022/12/13/daily-digest,,
House,12/13/22,10:00AM,15:31PM,331,x,Adjournment: The House met at 10 a.m. and adjourned at 3:31 p.m.  ,https://www.congress.gov/congressional-record/2022/12/13/daily-digest,,
Senate,12/14/22,10:00AM,19:33PM,573,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:33 p.m. until 10 a.m. on Thursday December 15 2022. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/12/14/daily-digest,,
House,12/14/22,10:00AM,21:57PM,717,x,Adjournment: The House met at 10 a.m. and adjourned at 9:57 p.m.  ,https://www.congress.gov/congressional-record/2022/12/14/daily-digest,,
Senate,12/15/22,10:00AM,22:02PM,722,x,Adjournment: Senate convened at 10 a.m. and adjourned at 10:02 p.m. until 3 p.m. on Monday December 19 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/12/15/daily-digest,,
House,12/15/22,09:00AM,16:18PM,438,x,Adjournment: The House met at 9 a.m. and adjourned at 4:18 p.m.   ,https://www.congress.gov/congressional-record/2022/12/15/daily-digest,,
Senate,12/16/22,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Monday December 19 2022.â€“â€“â€“â€“â€“â€“No committee meetings were held.,https://www.congress.gov/congressional-record/2022/12/16/daily-digest,,
House,12/16/22,09:30AM,09:33AM,3,pf,Adjournment: The House met at 9:30 a.m. and adjourned at 9:33 a.m.  ,https://www.congress.gov/congressional-record/2022/12/16/daily-digest,,
Senate,12/19/22,,,-814,NS,The House was not in session today. The House will meet in Pro Forma session at 12 p.m. on Tuesday December 20 2022.,https://www.congress.gov/congressional-record/2022/12/19/daily-digest,,
House,12/19/22,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 12 p.m. on Tuesday December 20 2022. Full Committee held a business meeting to consider the Select Committees Final Report. The Final Report was approved. ,https://www.congress.gov/congressional-record/2022/12/19/daily-digest,,
Senate,12/20/22,10:00AM,00:11AM,14:11,x,,https://www.congress.gov/congressional-record/2022/12/20/daily-digest,,
House,12/20/22,12:00PM,12:04PM,4,pf,Adjournment: The House met at 12 p.m. and adjourned at 12:04 p.m.  ,https://www.congress.gov/congressional-record/2022/12/20/daily-digest,,
Senate,12/21/22,10:00AM,02:01AM,16:01,x,,https://www.congress.gov/congressional-record/2022/12/21/daily-digest,,
House,12/21/22,12:00PM,23:30PM,690,x,Adjournment: The House met at 12 p.m. and adjourned at 11:30 p.m.  ,https://www.congress.gov/congressional-record/2022/12/21/daily-digest,,
Senate,12/22/22,08:00AM,18:06PM,606,x,Adjournment: Senate convened at 8 a.m. and adjourned at 6:06 p.m. until 11 a.m. on Friday December 23 2022. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/12/22/daily-digest,,
House,12/22/22,09:00AM,21:15PM,735,x,Adjournment: The House met at 9 a.m. and adjourned at 9:15 p.m.   ,https://www.congress.gov/congressional-record/2022/12/22/daily-digest,,
Senate,12/23/22,,,,pf,The Senate met at 11 a.m. in pro forma session and adjourned at 11:00:16 a.m. until 5:30 p.m. on Tuesday December 27 2022.No committee meetings were held.,https://www.congress.gov/congressional-record/2022/12/23/daily-digest,,
House,12/23/22,09:00AM,14:06PM,306,x,Adjournment: The House met at 9 a.m. and adjourned at 2:06 p.m.   ,https://www.congress.gov/congressional-record/2022/12/23/daily-digest,,
Senate,12/27/22,,,,pf,The Senate met at 6:00:50 p.m. in pro forma session and adjourned at 6:01:31 p.m. until 9:30 a.m. on Friday December 30 2022.â€“â€“â€“â€“â€“â€“No committee meetings were held.,https://www.congress.gov/congressional-record/2022/12/27/daily-digest,,
House,12/27/22,12:00PM,12:04PM,4,pf,Adjournment: The House met at 12 p.m. and adjourned at 12:04 p.m.   ,https://www.congress.gov/congressional-record/2022/12/27/daily-digest,,
Senate,12/30/22,,,,pf,The Senate met at 09:30:07 a.m. in pro forma session and adjourned at 09:30:26 a.m. until 11:30 a.m. on Tuesday January 3 2023.â€“â€“â€“â€“â€“â€“No committee meetings were held.,https://www.congress.gov/congressional-record/2022/12/30/daily-digest,,
House,12/30/22,09:00AM,09:05AM,5,pf,Adjournment: The House met at 9 a.m. and adjourned at 9:05 a.m.  ,https://www.congress.gov/congressional-record/2022/12/30/daily-digest,,
Senate,1/3/23,12:00,18:36,6:36,x,,https://www.congress.gov/congressional-record/2023/1/3/daily-digest,,
House,1/3/23,12:00 PM,5:27 PM,5:27,x,,https://www.congress.gov/congressional-record/2023/1/3/daily-digest,,
Senate,1/4/23,,,,NS,,https://www.congress.gov/congressional-record/2023/1/4/daily-digest,,
House,1/4/23,12:00,16:32,4:32,x,,https://www.congress.gov/congressional-record/2023/1/4/daily-digest,,
Senate,1/5/23,,,,NS,The Senate was not in session and stands adjourned until 1:05 p.m. on Friday January 6 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/1/5/daily-digest,,
House,1/5/23,12:00,20:07,8:07,x,,https://www.congress.gov/congressional-record/2023/1/5/daily-digest,,
Senate,1/6/23,13:05,13:06,0:01,pf,,https://www.congress.gov/congressional-record/2023/1/6/daily-digest,,
House,1/6/23,22:00,1:52,3:52,x,,https://www.congress.gov/congressional-record/2023/1/6/daily-digest,,
Senate,1/9/23,,,,NS,The Senate was not in session and stands in recess until 10 a.m. on Tuesday January 10 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/1/9/daily-digest,,
House,1/9/23,17:00PM,21:40PM,280,x,Adjournment:  The House met at 5 p.m. and adjourned at 9:40 p.m. ,https://www.congress.gov/congressional-record/2023/1/9/daily-digest,,
Senate,1/10/23,,,,pf,The Senate met at 10 a.m. in pro forma session and recessed at 10:00:31 a.m. until 1:30 p.m. on Friday January 13 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/1/10/daily-digest,,
House,1/10/23,10:00AM,16:50PM,410,x,Adjournment:  The House met at 10 a.m. and adjourned at 4:50 p.m. ,https://www.congress.gov/congressional-record/2023/1/10/daily-digest,,
Senate,1/11/23,,,,NS,The Senate was not in session and stands in recess until 1:30 p.m. on Friday January 13 2023.â€“â€“â€“â€“â€“â€“No committee meetings were held.,https://www.congress.gov/congressional-record/2023/1/11/daily-digest,,
House,1/11/23,10:00AM,18:14PM,494,x,Adjournment:  The House met at 10 a.m. and adjourned at 6:14 p.m. ,https://www.congress.gov/congressional-record/2023/1/11/daily-digest,,
Senate,1/12/23,,,,NS,The Senate was not in session and stands in recess until 1:30 p.m. on Friday January 13 2023.â€“â€“â€“â€“â€“â€“No committee meetings were held.,https://www.congress.gov/congressional-record/2023/1/12/daily-digest,,
House,1/12/23,09:00AM,13:11PM,251,x,Adjournment: The House met at 9 a.m. and adjourned at 1:11 p.m. ,https://www.congress.gov/congressional-record/2023/1/12/daily-digest,,
Senate,1/13/23,,,,pf,The Senate met at 1:30:00 p.m. in pro forma session and recessed at 1:30:30 p.m. until 1 p.m. on Tuesday January 17 2023.â€“â€“â€“â€“â€“â€“No committee meetings were held.,https://www.congress.gov/congressional-record/2023/1/13/daily-digest,,
House,1/13/23,11:00AM,11:02AM,2,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:02 a.m. ,https://www.congress.gov/congressional-record/2023/1/13/daily-digest,,
Senate,1/17/23,,,,pf,The Senate met at 1:00:01 p.m. in pro forma session and recessed at 1:00:38 p.m. until 1 p.m. on Friday January 20 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/1/17/daily-digest,,
House,1/17/23,14:00PM,14:02PM,2,pf,Adjournment: The House met at 2 p.m. and adjourned at 2:02 p.m. ,https://www.congress.gov/congressional-record/2023/1/17/daily-digest,,
Senate,1/20/23,,,,pf,The Senate met at 1 p.m. in pro forma session and recessed at 1:00:30 p.m. until 3 p.m. on Monday January 23 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/1/20/daily-digest,,
House,1/20/23,12:00PM,12:04PM,4,pf,Adjournment:  The House met at 12 p.m. and adjourned at 12:04 p.m.,https://www.congress.gov/congressional-record/2023/1/20/daily-digest,,
Senate,1/23/23,,,,NS,The House was not in session today. The House will meet at noon on Tuesday January 24 2023.,https://www.congress.gov/congressional-record/2023/1/23/daily-digest,,
House,1/23/23,,,,NS,The House was not in session today. The House will meet at noon on Tuesday January 24 2023.No hearings were held.,https://www.congress.gov/congressional-record/2023/1/23/daily-digest,,
Senate,1/24/23,10:00,18:02,8:02,x,.),https://www.congress.gov/congressional-record/2023/1/24/daily-digest,,
House,1/24/23,12:00PM,20:09PM,489,x,.Adjournment: The House met at 12 p.m. and adjourned at 8:09 p.m.,https://www.congress.gov/congressional-record/2023/1/24/daily-digest,,
Senate,1/25/23,10:00AM,17:16PM,436,x,Adjournment: Senate convened at 10 a.m. and adjourned at 5:16 p.m. until 10 a.m. on Thursday January 26 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/1/25/daily-digest,,
House,1/25/23,10:00AM,17:49PM,469,x,Adjournment: The House met at 10 a.m. and adjourned at 5:49 p.m. ,https://www.congress.gov/congressional-record/2023/1/25/daily-digest,,
Senate,1/26/23,10:00AM,15:09PM,309,x,Adjournment: Senate convened at 10 a.m. and adjourned at 3:09 p.m. until 3 p.m. on Monday January 30 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/1/26/daily-digest,,
House,1/26/23,10:00AM,22:01PM,721,x,Adjournment: The House met at 10 a.m. and adjourned at 10:01 p.m. ,https://www.congress.gov/congressional-record/2023/1/26/daily-digest,,
Senate,1/27/23,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Monday January 30 2023.â€“â€“â€“â€“â€“â€“No committee meetings were held.,https://www.congress.gov/congressional-record/2023/1/27/daily-digest,,
House,1/27/23,09:00AM,14:58PM,358,x,Adjournment: The House met at 9 a.m. and adjourned at 2:58 p.m. ,https://www.congress.gov/congressional-record/2023/1/27/daily-digest,,
Senate,1/30/23,15:00PM,18:40PM,220,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:40 p.m. until 10 a.m. on Tuesday January 31 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/1/30/daily-digest,,
House,1/30/23,12:00PM,19:13PM,433,x,Adjournment: The House met at 12 p.m. and adjourned at 7:13 p.m. ,https://www.congress.gov/congressional-record/2023/1/30/daily-digest,,
Senate,1/31/23,10:00AM,15:52PM,352,x,Adjournment: Senate convened at 10 a.m. and adjourned at 3:52 p.m. until 10 a.m. on Wednesday February 1 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/1/31/daily-digest,,
House,1/31/23,10:00AM,20:12PM,612,x,Adjournment: The House met at 10 a.m. and adjourned at 8:12 p.m. ,https://www.congress.gov/congressional-record/2023/1/31/daily-digest,,
Senate,2/1/23,10:01AM,17:59PM,478,x,Adjournment: Senate convened at 10:01 a.m. and adjourned at 5:59 p.m. until 10 a.m. on Thursday February 2 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/2/1/daily-digest,,
